Food_Code,Food_Name,Category,Calories,Protein,Carbs,Fat,Fiber,Sugars,Sodium,Cholesterol,Protein_Efficiency,Caloric_Density,Bulking_Score,Cutting_Score
58161420,"Tortellini, spinach-filled, with tomato sauce",Grain Products,291.2,12.85,38.25,9.65,13.17,1.58,711.4,11.0,4.41,2.91,47.74,59.07
55105205,"Tortilla chips, cool ranch flavor (Doritos)",Grain Products,463.4,13.76,69.11,14.65,9.34,17.4,797.4,13.9,2.97,4.63,66.71,50.69
55200060,"Tortilla chips, flavored",Grain Products,382.5,3.17,66.61,11.48,10.2,9.83,328.1,11.6,0.83,3.82,43.47,22.26
55103100,"Tortilla chips, low fat, unsalted",Grain Products,294.1,14.38,39.52,8.72,2.09,7.43,706.1,18.0,4.89,2.94,51.46,41.44
55100065,"Tortilla chips, nacho cheese flavor (Doritos)",Grain Products,437.5,14.73,49.82,19.92,7.6,6.59,406.5,2.0,3.37,4.38,58.74,50.64
55105200,"Tortilla chips, other flavors (Doritos)",Grain Products,443.8,12.14,54.88,19.53,12.5,29.96,471.1,10.2,2.74,4.44,56.16,52.54
55200070,"Tortilla chips, plain",Grain Products,312.4,6.18,40.13,14.13,7.37,15.53,474.0,38.4,1.98,3.12,35.55,27.03
55100060,"Tortilla chips, reduced fat, flavored",Grain Products,447.5,5.77,72.19,15.08,6.65,21.32,694.3,48.8,1.29,4.47,52.11,21.66
55100025,"Tortilla chips, reduced fat, plain",Grain Products,448.3,10.68,58.99,18.85,10.84,23.89,723.8,33.8,2.38,4.48,55.34,44.75
55301031,"Tortilla chips, reduced sodium",Grain Products,421.8,10.07,59.96,15.75,3.15,9.14,359.2,18.2,2.39,4.22,54.34,28.07
53243010,Trifle,Grain Products,297.5,11.23,28.86,15.24,8.46,8.06,396.1,34.8,3.77,2.98,39.86,44.66
58106305,"Turkey or chicken burger, on wheat bun",Grain Products,415.1,2.86,65.81,15.61,10.24,8.76,392.3,5.5,0.69,4.15,42.78,20.76
58106560,"Turkey or chicken burger, on white bun",Grain Products,346.7,14.76,42.78,12.95,2.84,29.41,563.5,37.7,4.26,3.47,54.38,43.03
58146631,"Turnover or breakfast pocket, egg",Grain Products,392.7,8.72,56.58,14.61,0.86,17.12,707.5,0.9,2.22,3.93,49.66,20.03
58146602,"Turnover or hot pocket, NFS",Grain Products,226.0,10.55,31.56,6.4,2.41,11.49,163.7,32.2,4.67,2.26,39.14,31.95
58146612,"Turnover or hot pocket, beef",Grain Products,191.4,8.13,36.13,1.59,6.43,1.58,440.8,15.4,4.25,1.91,36.24,33.42
58146633,"Turnover or hot pocket, chicken",Grain Products,264.2,2.24,23.72,17.82,13.1,10.72,712.9,29.7,0.85,2.64,18.98,27.64
58146632,"Turnover or hot pocket, ham",Grain Products,316.2,8.94,28.06,18.69,13.47,5.7,275.4,30.7,2.83,3.16,35.07,47.44
58146622,"Turnover or hot pocket, meatless",Grain Products,242.0,14.93,20.72,11.05,8.82,20.72,405.3,27.2,6.17,2.42,42.64,57.59
58146613,"Turnover or hot pocket, pizza pocket",Grain Products,534.8,14.1,75.95,19.4,2.32,4.82,541.7,27.1,2.64,5.35,71.52,36.24
58146652,"Turnover or hot pocket, pizza pocket, meat",Grain Products,226.6,3.24,41.27,5.4,13.77,25.58,464.3,26.0,1.43,2.27,29.38,32.73
58146611,Turnover or lean pocket,Grain Products,237.5,14.89,34.65,4.37,8.14,16.12,352.4,38.6,6.27,2.38,49.48,56.2
54408470,"Turnover, fruit",Grain Products,246.1,7.57,42.67,5.01,9.72,20.57,374.6,2.8,3.08,2.46,38.94,37.23
58146653,"Turnover, seafood",Grain Products,256.9,12.48,45.65,2.71,6.79,13.72,441.2,5.3,4.86,2.57,50.35,45.88
57601100,Unknown Food,Grain Products,386.6,8.13,67.88,9.18,8.68,9.6,128.4,37.3,2.1,3.87,54.07,34.02
52209010,Upma,Grain Products,272.4,12.42,34.01,9.63,13.78,17.58,168.9,14.2,4.56,2.72,44.57,59.37
58146712,Vada,Grain Products,393.7,7.32,61.95,12.96,8.22,23.05,606.6,30.9,1.86,3.94,49.55,30.53
55100080,Vegetable chips,Grain Products,261.1,12.04,47.39,2.6,4.46,12.07,599.7,3.6,4.61,2.61,50.39,39.82
51129020,"Waffle, NFS",Grain Products,293.2,7.92,40.22,11.18,11.72,20.23,236.3,26.4,2.7,2.93,38.88,41.34
51184200,"Waffle, chocolate",Grain Products,316.1,11.96,54.51,5.59,13.73,0.55,293.9,36.4,3.78,3.16,54.34,57.02
51155000,"Waffle, chocolate, fast food / restaurant",Grain Products,309.5,4.74,53.5,8.5,13.84,26.4,387.2,18.0,1.53,3.1,39.33,35.71
51000300,"Waffle, chocolate, frozen",Grain Products,483.1,12.81,70.29,16.74,2.71,18.91,12.5,42.4,2.65,4.83,65.6,34.19
51320070,"Waffle, cinnamon",Grain Products,132.3,7.55,21.49,1.79,9.91,21.49,441.9,25.3,5.71,1.32,27.17,39.82
51183990,"Waffle, fruit",Grain Products,237.8,2.42,28.02,12.89,10.11,22.4,576.5,33.0,1.02,2.38,21.23,22.72
51156500,"Waffle, fruit, fast food / restaurant",Grain Products,269.2,6.23,36.05,11.12,12.17,9.32,152.9,23.8,2.31,2.69,33.18,37.65
51000200,"Waffle, fruit, frozen",Grain Products,316.2,7.05,70.67,0.59,8.04,6.51,595.1,2.2,2.23,3.16,52.6,30.91
51320720,"Waffle, gluten free",Grain Products,508.9,11.33,73.68,18.77,9.46,1.58,592.9,5.5,2.23,5.09,64.59,42.73
51159000,"Waffle, plain",Grain Products,382.7,13.31,42.6,17.67,11.07,3.13,665.4,34.1,3.48,3.83,51.75,54.42
51154600,"Waffle, plain, fast food / restaurant",Grain Products,267.0,12.28,32.08,9.96,9.31,4.81,623.1,15.0,4.6,2.67,43.27,50.12
51404010,"Waffle, plain, frozen",Grain Products,166.3,12.92,24.09,2.03,8.56,19.17,169.9,37.3,7.77,1.66,39.55,52.55
51404020,"Waffle, plain, reduced fat",Grain Products,377.3,10.4,75.4,3.79,11.39,2.51,452.7,27.6,2.76,3.77,62.27,46.43
51184230,"Waffle, school",Grain Products,311.6,3.6,71.78,1.12,14.67,5.96,89.1,28.8,1.16,3.12,46.21,33.91
51320700,"Waffle, whole grain",Grain Products,174.3,6.14,35.4,0.91,4.46,13.47,159.2,4.4,3.52,1.74,31.72,23.85
51158100,"Waffle, whole grain, fast food / restaurant",Grain Products,355.4,2.9,62.08,10.61,7.7,9.01,723.8,4.5,0.82,3.55,40.39,16.99
51000400,"Waffle, whole grain, frozen",Grain Products,385.8,11.4,51.87,14.75,1.87,15.86,233.7,48.6,2.95,3.86,52.59,30.22
51154550,"Waffle, whole grain, fruit, frozen",Grain Products,198.6,11.57,21.1,7.54,0.78,21.1,98.6,27.1,5.83,1.99,35.68,32.3
51154510,"Waffle, whole grain, reduced fat",Grain Products,476.9,13.14,64.0,18.71,5.53,27.03,260.9,36.6,2.76,4.77,63.05,40.94
53420250,"Watermelon, raw",Grain Products,338.9,11.8,30.77,18.74,6.19,14.23,337.8,14.0,3.48,3.39,42.37,41.0
52304010,"Wheat cereal, chocolate flavored, cooked",Grain Products,272.2,6.09,28.27,14.98,13.26,28.27,47.8,37.0,2.24,2.72,29.04,39.35
53210000,White chocolate candy,Grain Products,287.8,6.31,53.22,5.52,4.97,19.57,121.1,30.9,2.19,2.88,42.11,23.11
58104760,"White pizza, cheese, thick crust",Grain Products,285.0,14.72,48.27,3.67,3.43,26.69,729.4,30.4,5.16,2.85,56.42,45.32
58101950,"White pizza, cheese, thin crust",Grain Products,341.8,12.69,58.91,6.15,12.76,14.8,399.2,48.8,3.71,3.42,58.25,56.75
58106604,"White pizza, cheese, with meat and vegetables, thick crust",Grain Products,358.5,12.51,66.21,4.85,9.43,7.3,790.6,47.6,3.49,3.58,61.71,49.22
58104710,"White pizza, cheese, with meat and vegetables, thin crust",Grain Products,253.8,9.96,31.59,9.73,10.39,19.02,342.4,45.0,3.92,2.54,38.25,45.58
58107234,"White pizza, cheese, with meat, thick crust",Grain Products,350.4,13.04,57.96,7.37,1.61,22.59,581.5,45.6,3.72,3.5,58.56,35.33
58104135,"White pizza, cheese, with meat, thin crust",Grain Products,334.5,9.99,45.4,12.55,5.45,0.87,316.7,46.5,2.99,3.34,46.02,34.18
58106634,"White pizza, cheese, with vegetables, thick crust",Grain Products,378.4,4.21,68.02,9.95,8.82,4.42,260.3,20.5,1.11,3.78,46.21,22.7
58102800,"White pizza, cheese, with vegetables, thin crust",Grain Products,214.2,5.41,33.95,6.3,6.9,9.43,300.0,31.0,2.53,2.14,29.94,25.75
52304000,"Whole wheat cereal, cooked",Grain Products,210.8,10.55,23.87,8.13,4.54,17.34,418.7,24.1,5.0,2.11,35.14,36.51
58106650,Whopper (Burger King),Grain Products,379.9,12.9,66.6,6.88,10.04,3.72,406.1,0.9,3.4,3.8,62.9,51.18
58109050,Whopper Jr (Burger King),Grain Products,390.7,2.18,63.94,14.02,11.99,7.7,356.0,33.0,0.56,3.91,40.24,22.71
58106516,Whopper Jr with cheese (Burger King),Grain Products,236.8,8.13,34.63,7.31,2.86,6.9,62.2,46.0,3.43,2.37,35.94,25.37
58106655,Whopper with cheese (Burger King),Grain Products,214.2,7.09,24.49,9.77,6.61,13.33,37.2,18.1,3.31,2.14,28.57,30.21
58145160,"Yat Ga Mein with meat, fish, or poultry",Grain Products,319.3,11.86,59.05,3.97,1.24,20.49,201.6,25.0,3.71,3.19,56.44,31.67
54102020,Yokan,Grain Products,424.2,13.89,71.08,9.37,0.5,27.03,100.3,12.2,3.27,4.24,67.56,34.19
26100190,Abalone,"Meat, Poultry, Fish, and Mixtures",213.4,32.85,0.39,8.94,0.12,0.39,335.9,123.3,15.39,2.13,68.03,94.52
27418410,"Adobo, with noodles","Meat, Poultry, Fish, and Mixtures",212.8,28.88,1.97,9.94,0.23,0.35,521.8,86.4,13.57,2.13,60.87,82.84
27341020,"Adobo, with rice","Meat, Poultry, Fish, and Mixtures",257.6,33.75,3.68,11.99,0.28,1.39,490.1,137.9,13.1,2.58,71.92,96.66
21420100,Armadillo,"Meat, Poultry, Fish, and Mixtures",165.3,32.65,2.33,2.82,0.19,1.61,725.3,70.3,19.75,1.65,68.12,95.02
27151040,"Artichokes, stuffed","Meat, Poultry, Fish, and Mixtures",269.3,19.23,4.06,19.57,0.07,0.93,628.9,83.7,7.14,2.69,43.18,52.44
27311410,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing","Meat, Poultry, Fish, and Mixtures",190.2,15.4,2.62,13.12,0.26,1.95,732.7,66.2,8.1,1.9,34.01,42.92
27311430,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing","Meat, Poultry, Fish, and Mixtures",356.9,34.05,4.17,22.67,0.41,0.92,231.4,87.0,9.54,3.57,73.75,95.83
28520100,"Baby Toddler fruit, vegetables, and meat","Meat, Poultry, Fish, and Mixtures",283.7,20.84,0.35,22.1,0.3,0.35,139.9,98.9,7.35,2.84,44.69,57.45
27150210,Baby Toddler meat stick,"Meat, Poultry, Fish, and Mixtures",204.5,32.05,2.36,7.43,0.13,1.14,100.0,143.0,15.67,2.04,67.32,92.32
27446410,Bacalaitos fritos,"Meat, Poultry, Fish, and Mixtures",329.3,24.3,4.76,23.68,0.39,1.2,385.8,85.6,7.38,3.29,54.27,67.09
27517000,Bacon biscuit sandwich,"Meat, Poultry, Fish, and Mixtures",325.8,34.82,4.12,18.9,0.1,1.75,439.6,138.9,10.69,3.26,74.96,98.14
27415200,Bao bun,"Meat, Poultry, Fish, and Mixtures",263.0,16.37,4.34,20.02,0.29,0.17,247.7,79.8,6.22,2.63,37.54,44.43
27415220,"Bao bun, no meat","Meat, Poultry, Fish, and Mixtures",134.8,26.21,1.29,2.75,0.37,0.6,383.8,62.8,19.44,1.35,54.41,76.67
27560160,"Barbecue beef sandwich, on wheat bun","Meat, Poultry, Fish, and Mixtures",311.4,25.51,0.69,22.95,0.46,0.69,53.4,103.7,8.19,3.11,54.48,71.22
27560150,"Barbecue beef sandwich, on white bun","Meat, Poultry, Fish, and Mixtures",175.1,29.66,1.81,5.47,0.17,1.13,592.1,98.2,16.94,1.75,61.98,85.82
27213300,"Barbecue beef, with sauce","Meat, Poultry, Fish, and Mixtures",186.6,28.8,4.42,5.97,0.46,1.63,783.9,138.0,15.43,1.87,61.68,83.59
27235000,Barbecue chicken,"Meat, Poultry, Fish, and Mixtures",298.6,34.09,0.64,17.74,0.25,0.05,742.8,135.2,11.42,2.99,71.49,96.8
27520345,"Barbecue chicken sandwich, on wheat bun","Meat, Poultry, Fish, and Mixtures",166.8,33.3,4.41,1.77,0.38,1.31,623.5,99.5,19.96,1.67,70.47,97.32
27560715,"Barbecue chicken sandwich, on white bun","Meat, Poultry, Fish, and Mixtures",102.1,15.76,0.75,4.0,0.2,0.75,171.8,64.5,15.44,1.02,32.92,45.64
27213100,"Barbecue meat, NFS","Meat, Poultry, Fish, and Mixtures",225.8,32.43,3.32,9.2,0.34,0.04,599.1,98.7,14.36,2.26,68.78,93.45
27580040,"Barbecue pork sandwich, on wheat bun","Meat, Poultry, Fish, and Mixtures",210.3,31.02,2.04,8.67,0.23,0.29,311.4,135.8,14.75,2.1,65.16,89.31
27580030,"Barbecue pork sandwich, on white bun","Meat, Poultry, Fish, and Mixtures",354.4,27.58,4.97,24.91,0.43,0.13,764.5,111.3,7.78,3.54,61.19,76.51
21102180,"Barbecue pork, no sauce","Meat, Poultry, Fish, and Mixtures",283.6,16.12,2.46,23.25,0.05,1.53,351.4,115.5,5.68,2.84,36.31,42.79
27213400,"Barbecue pork, with sauce","Meat, Poultry, Fish, and Mixtures",117.8,20.6,0.53,3.69,0.15,0.53,651.3,139.9,17.49,1.18,42.64,59.74
27510930,Barbecue rib sandwich,"Meat, Poultry, Fish, and Mixtures",355.3,31.05,4.15,23.83,0.08,1.0,481.2,82.9,8.74,3.55,67.73,86.2
27520240,"Barbecue sandwich, NFS","Meat, Poultry, Fish, and Mixtures",212.4,30.06,4.81,8.1,0.08,1.01,415.9,67.5,14.15,2.12,64.65,86.09
27450150,Bean cake,"Meat, Poultry, Fish, and Mixtures",211.1,33.34,2.34,7.6,0.07,0.01,444.4,60.7,15.79,2.11,69.96,95.94
27450650,Beans and brown rice,"Meat, Poultry, Fish, and Mixtures",283.7,30.86,2.89,16.52,0.47,0.86,291.9,147.7,10.88,2.84,66.0,87.85
27450190,"Beans and rice, from fast food / restaurant","Meat, Poultry, Fish, and Mixtures",108.8,18.11,4.8,1.91,0.49,0.01,704.0,80.7,16.65,1.09,39.71,53.13
27450405,"Beans and rice, with meat","Meat, Poultry, Fish, and Mixtures",247.5,25.88,4.38,14.05,0.12,1.7,463.5,70.7,10.46,2.48,56.42,72.93
27450400,"Beans and rice, with tomatoes","Meat, Poultry, Fish, and Mixtures",237.0,29.98,2.83,11.75,0.15,1.0,297.4,125.7,12.65,2.37,63.74,85.5
27450310,Beans and white rice,"Meat, Poultry, Fish, and Mixtures",207.3,16.42,2.0,14.85,0.43,1.95,374.0,56.0,7.92,2.07,35.91,45.97
21304200,Bear,"Meat, Poultry, Fish, and Mixtures",152.4,22.82,1.17,6.27,0.48,1.17,463.2,91.6,14.97,1.52,47.75,66.37
21416000,Beaver,"Meat, Poultry, Fish, and Mixtures",131.3,28.77,1.27,1.24,0.36,1.07,675.4,132.1,21.91,1.31,59.49,84.4
27343910,Beef and broccoli,"Meat, Poultry, Fish, and Mixtures",319.3,24.77,3.22,23.04,0.19,1.53,494.2,142.7,7.76,3.19,54.34,68.3
27311120,Beef and macaroni with cheese sauce,"Meat, Poultry, Fish, and Mixtures",152.6,17.11,3.32,7.87,0.1,1.87,54.1,93.8,11.21,1.53,37.41,48.48
27313020,Beef and noodles with cream or white sauce,"Meat, Poultry, Fish, and Mixtures",339.3,29.72,0.69,24.19,0.41,0.41,181.5,62.6,8.76,3.39,63.18,83.19
27313010,Beef and noodles with gravy,"Meat, Poultry, Fish, and Mixtures",128.3,19.3,1.36,5.07,0.36,1.36,391.4,121.4,15.04,1.28,40.56,56.05
27313210,Beef and noodles with mushroom sauce,"Meat, Poultry, Fish, and Mixtures",196.5,17.77,3.74,12.27,0.39,1.49,499.5,118.6,9.04,1.96,39.38,50.16
27311640,Beef and noodles with tomato-based sauce,"Meat, Poultry, Fish, and Mixtures",302.8,26.1,0.94,21.63,0.13,0.45,405.3,99.9,8.62,3.03,55.7,72.5
27311635,Beef and potatoes with cheese sauce,"Meat, Poultry, Fish, and Mixtures",217.0,29.31,4.0,9.31,0.09,0.01,382.7,85.2,13.51,2.17,62.79,83.77
27320350,"Beef and potatoes with cream sauce, white sauce or mushroom sauce","Meat, Poultry, Fish, and Mixtures",300.2,21.24,4.55,21.89,0.28,0.65,263.0,53.3,7.08,3.0,47.76,58.28
27311600,Beef and rice with cheese sauce,"Meat, Poultry, Fish, and Mixtures",175.6,26.2,1.28,7.3,0.02,0.61,605.9,54.8,14.92,1.76,54.8,75.13
27311220,Beef and rice with cream sauce,"Meat, Poultry, Fish, and Mixtures",269.6,30.65,2.65,15.16,0.1,0.57,163.0,74.9,11.37,2.7,65.32,86.76
27211000,Beef and rice with gravy,"Meat, Poultry, Fish, and Mixtures",168.7,20.88,2.8,8.22,0.08,0.81,216.5,103.5,12.38,1.69,44.85,59.43
27311510,Beef and rice with mushroom sauce,"Meat, Poultry, Fish, and Mixtures",218.9,19.5,2.6,14.5,0.47,0.39,527.7,131.7,8.91,2.19,42.49,55.06
27220510,Beef and rice with tomato-based sauce,"Meat, Poultry, Fish, and Mixtures",165.1,31.49,2.01,3.46,0.03,0.1,328.9,83.7,19.07,1.65,65.64,91.23
27420040,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy","Meat, Poultry, Fish, and Mixtures",142.8,17.8,2.57,6.82,0.09,0.13,619.6,92.7,12.46,1.43,38.31,50.72
27446100,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","Meat, Poultry, Fish, and Mixtures",172.4,19.01,4.44,8.73,0.01,1.69,755.8,115.6,11.03,1.72,41.96,53.6
27420020,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy","Meat, Poultry, Fish, and Mixtures",235.1,33.31,0.63,11.04,0.17,0.63,387.8,101.9,14.17,2.35,69.29,95.57
27320310,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","Meat, Poultry, Fish, and Mixtures",228.6,29.4,4.17,10.48,0.28,0.46,512.9,51.2,12.86,2.29,63.17,84.19
27420010,"Beef and vegetables, Hawaiian style","Meat, Poultry, Fish, and Mixtures",285.7,19.64,4.51,21.01,0.28,1.23,400.5,89.2,6.87,2.86,44.39,53.77
27220030,Beef burgundy,"Meat, Poultry, Fish, and Mixtures",150.5,16.77,3.04,7.92,0.08,1.09,444.6,57.6,11.14,1.5,36.57,47.46
27213200,Beef curry,"Meat, Poultry, Fish, and Mixtures",353.1,31.26,4.77,23.22,0.45,1.02,313.7,96.5,8.85,3.53,68.44,87.62
27411100,"Beef dinner, NFS, frozen meal","Meat, Poultry, Fish, and Mixtures",159.0,31.42,2.18,2.74,0.39,0.75,116.3,113.4,19.76,1.59,65.52,91.86
27114000,"Beef shish kabob with vegetables, excluding potatoes","Meat, Poultry, Fish, and Mixtures",268.2,22.4,3.24,18.41,0.1,1.77,508.3,92.9,8.35,2.68,49.1,62.04
27120120,"Beef stew with potatoes, Puerto Rican style","Meat, Poultry, Fish, and Mixtures",160.0,32.53,1.01,2.88,0.39,1.01,163.6,135.4,20.33,1.6,67.16,95.17
27118110,Beef stroganoff,"Meat, Poultry, Fish, and Mixtures",179.3,25.45,0.04,8.6,0.34,0.04,783.5,137.4,14.19,1.79,52.71,73.44
28110510,Beef stroganoff with noodles,"Meat, Poultry, Fish, and Mixtures",300.3,20.17,3.62,22.79,0.12,1.82,275.2,147.6,6.72,3.0,45.15,54.74
28110300,Beef with cream or white sauce,"Meat, Poultry, Fish, and Mixtures",160.8,31.58,0.54,3.59,0.21,0.2,510.5,64.4,19.64,1.61,65.04,91.94
27220080,Beef with gravy,"Meat, Poultry, Fish, and Mixtures",178.2,28.96,3.12,5.54,0.23,1.44,442.4,89.5,16.25,1.78,61.26,83.78
28110310,Beef with mushroom sauce,"Meat, Poultry, Fish, and Mixtures",281.3,22.18,0.23,21.3,0.46,0.23,137.2,149.8,7.88,2.81,47.29,61.83
27360080,Beef with soy-based sauce,"Meat, Poultry, Fish, and Mixtures",260.9,30.95,3.55,13.66,0.26,0.17,538.4,141.1,11.86,2.61,66.28,88.15
27311610,Beef with tomato-based sauce,"Meat, Poultry, Fish, and Mixtures",317.2,22.96,2.9,23.75,0.03,1.01,290.0,100.8,7.24,3.17,50.54,62.6
27213120,"Beef with vegetable, diet frozen meal","Meat, Poultry, Fish, and Mixtures",146.9,19.85,2.07,6.59,0.25,1.74,581.2,108.0,13.51,1.47,42.2,57.11
27416500,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce","Meat, Poultry, Fish, and Mixtures",205.4,32.77,1.2,7.73,0.03,1.2,357.0,72.9,15.95,2.05,68.19,94.26
27320110,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","Meat, Poultry, Fish, and Mixtures",98.8,15.06,1.52,3.61,0.24,1.35,704.6,124.9,15.24,0.99,31.87,43.68
27416450,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce","Meat, Poultry, Fish, and Mixtures",281.7,22.95,3.12,19.72,0.39,1.04,692.0,89.1,8.15,2.82,50.28,64.0
27320090,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","Meat, Poultry, Fish, and Mixtures",297.2,23.68,1.39,21.88,0.3,1.23,444.3,59.2,7.97,2.97,51.03,65.7
27317100,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",148.4,31.12,3.46,1.12,0.21,0.39,732.2,67.5,20.97,1.48,65.45,90.81
27317010,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",158.2,16.57,2.8,8.97,0.08,1.7,436.4,143.3,10.47,1.58,36.12,46.71
27315220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",224.2,20.29,2.57,14.76,0.46,1.29,355.2,143.0,9.05,2.24,44.11,57.31
27315020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce","Meat, Poultry, Fish, and Mixtures",210.4,27.31,1.83,10.43,0.35,1.83,452.2,126.8,12.98,2.1,57.64,78.42
27313420,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","Meat, Poultry, Fish, and Mixtures",263.2,19.29,3.17,19.26,0.49,0.36,622.2,83.9,7.33,2.63,42.8,53.59
27315210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",188.8,16.78,1.06,13.05,0.01,0.51,433.2,51.5,8.89,1.89,35.98,46.58
27315010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce","Meat, Poultry, Fish, and Mixtures",262.9,18.51,2.11,20.05,0.23,1.08,796.3,89.9,7.04,2.63,40.7,50.73
27313410,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat, Poultry, Fish, and Mixtures",296.2,18.95,2.88,23.21,0.07,1.94,760.1,138.5,6.4,2.96,42.3,51.07
27360000,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","Meat, Poultry, Fish, and Mixtures",107.7,21.33,1.29,1.91,0.29,0.46,152.6,115.4,19.81,1.08,44.38,62.42
27336200,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce","Meat, Poultry, Fish, and Mixtures",358.7,34.7,4.39,22.48,0.33,0.69,719.2,79.2,9.67,3.59,75.18,97.59
27330080,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",146.4,19.8,0.5,7.25,0.09,0.06,731.1,50.8,13.52,1.46,41.31,56.65
27336300,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce","Meat, Poultry, Fish, and Mixtures",123.4,27.39,1.16,1.02,0.38,1.16,655.5,96.0,22.2,1.23,56.59,80.46
27336310,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","Meat, Poultry, Fish, and Mixtures",262.9,33.08,2.05,13.6,0.24,0.9,629.1,102.7,12.58,2.63,69.81,94.46
27330170,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce","Meat, Poultry, Fish, and Mixtures",328.0,29.72,0.76,22.89,0.45,0.76,550.9,50.5,9.06,3.28,63.1,83.5
27330060,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",354.9,32.72,3.65,23.27,0.17,1.01,50.7,50.7,9.22,3.55,70.81,91.4
27336250,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat, Poultry, Fish, and Mixtures",315.2,26.25,0.5,23.13,0.07,0.45,464.2,126.4,8.33,3.15,55.9,72.59
27315340,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce","Meat, Poultry, Fish, and Mixtures",140.9,15.3,4.45,6.88,0.36,1.62,692.8,149.2,10.86,1.41,34.23,43.8
27315420,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",332.4,25.08,3.23,24.35,0.03,1.15,695.9,98.1,7.55,3.32,55.1,68.65
27315320,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce","Meat, Poultry, Fish, and Mixtures",185.5,30.03,3.39,5.76,0.25,1.58,401.5,103.7,16.19,1.86,63.61,86.88
27315270,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat, Poultry, Fish, and Mixtures",254.0,27.5,4.93,13.81,0.06,1.66,231.4,127.7,10.83,2.54,60.0,77.54
27315330,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce","Meat, Poultry, Fish, and Mixtures",232.3,30.42,3.31,10.82,0.45,0.33,796.6,61.9,13.1,2.32,64.82,87.51
27315410,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy","Meat, Poultry, Fish, and Mixtures",131.7,20.88,3.55,3.77,0.2,1.7,319.4,109.1,15.85,1.32,44.85,60.41
27315310,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce","Meat, Poultry, Fish, and Mixtures",288.2,34.14,3.48,15.3,0.23,0.73,308.3,113.6,11.85,2.88,72.9,97.12
27315250,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce","Meat, Poultry, Fish, and Mixtures",164.1,30.7,1.0,4.14,0.34,1.0,640.2,123.9,18.71,1.64,63.54,89.5
27450040,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce","Meat, Poultry, Fish, and Mixtures",193.3,19.63,1.26,12.2,0.45,0.3,667.7,79.1,10.16,1.93,41.82,55.92
